HPO编号	主分类(中文)	名称(英文)	定义(英文)	中文译名	中文定义
HP:0009852	肢体异常,骨骼系统异常	Broad proximal phalanges of the hand	Increased width of the proximal phalanges of the finger.	手指近端指骨变宽	手指的近端指骨宽度增加。
HP:0009853	肢体异常,骨骼系统异常	Bullet-shaped proximal phalanges of the hand	#####	子弹形手近端指骨	#####
HP:0009854	肢体异常,骨骼系统异常	Curved proximal phalanges of the hand	#####	手近节指骨弯曲	#####
HP:0009855	肢体异常,骨骼系统异常	Osteolytic defects of the proximal phalanges of the hand	#####	手的近节指骨溶骨缺陷	#####
HP:0009856	肢体异常,骨骼系统异常	Patchy sclerosis of proximal phalanx of finger	Uneven increase in bone density of the proximal phalanges of the hand.	手的近节指骨的斑片状硬化	手的近端指骨骨密度不均匀增加。
HP:0009857	肢体异常,骨骼系统异常	Symphalangism affecting the proximal phalanges of the hand	#####	手指的近节指关节粘连	#####
HP:0009858	肢体异常,骨骼系统异常	Triangular shaped proximal phalanges of the hand	#####	手指三角形近端指骨	#####
HP:0009875	肢体异常,骨骼系统异常	Triangular shaped distal phalanges of the hand	#####	手三角形末节指骨	#####
HP:0009878	神经系统异常	Cerebellar ataxia associated with quadrupedal gait	The presence of cerebellar signs and symptoms such as lack of balance associated with quadrupedal gait (locomotion on all four extremities with a &#39;bear-like&#39; gait with the legs held straight).	小脑性共济失调与四足步态相关	出现小脑的症状和体征，如缺乏平衡与四足步态相关（所有四肢以“熊样”步态运动，腿部保持笔直）。
HP:0009879	神经系统异常	Cortical gyral simplification	An abnormal reduction of the number and complexity of the pattern of gyrations of the cerebral cortex.	皮质脑回简单化	大脑皮层的脑回数目和复杂性异常减少。
HP:0009880	肢体异常,骨骼系统异常	Broad distal phalanges of all fingers	Abnormally wide (broad) `distal phalanx of finger` (FMA:75818) of all fingers.	所有手指远端指骨变宽	所有手指的`手指远端指骨`（FMA:75818）宽度（宽）异常。
HP:0009881	肢体异常,骨骼系统异常	aplasia of the distal phalanges of the hand	#####	手末节指骨的不发育	#####
HP:0009882	肢体异常,骨骼系统异常	Short distal phalanx of finger	Short distance from the end of the finger to the most distal interphalangeal crease or the distal interphalangeal joint flexion point. That is, hypoplasia of one or more of the `distal phalanx of finger` (FMA:75818).	手指短末节指骨	从手指的末端到最远端指间折痕或远端指间关节屈曲点的距离短。即 `一个或多个手指远节指骨`（FMA:75818）发育不全。
HP:0009883	肢体异常,骨骼系统异常	Duplication of the distal phalanx of hand	This term applies if one or more of the distal phalanges of the hand are either partially duplicated, depending on severity leading to a broad or bifid appearance of the phalanges, or completely duplicated.	手末节指骨重复	如果手的一个或多个远端指骨部分重复或完全重复，部分重复根据其严重性可以表现为宽的或裂成两半的外观。
HP:0009884	肢体异常,骨骼系统异常	Tapered distal phalanges of finger	A reduction in diameter of the `distal phalanx of finger` (FMA:75818) towards the distal end.	手指的远端指骨逐渐变小	手指末节指骨的直径向远端逐渐减小。
HP:0009886	体壁的异常	Trichorrhexis nodosa	Trichorrhexis nodosa is the formation of nodes along the hair shaft through which breakage readily occurs. It is thus a focal defect in the hair fiber that is characterized by thickening or weak points (nodes) that cause the hair to break off easily. The result is defective, abnormally fragile hair.	结节性脆发症	结节性脆发症是指沿着发干形成的容易断裂的节点。它是一种局限性毛发纤维性疾病，因某些增厚或者薄弱的结节部位较为容易折断，而表现出发育异常的脆发。
HP:0009887	体壁的异常	Abnormality of hair pigmentation	An abnormality of hair pigmentation (color).	毛发着色异常	毛发色素颜色的异常。
HP:0009888	体壁的异常	Abnormality of secondary sexual hair	Abnormality of the growth of secondary sexual hair, which normally ensues during puberty. In males, secondary sexual hair usually comprises body hair, including underarm, abdominal, chest, and pubic hair. In females, secondary sexual hair usually comprises a lesser degree of body hair, most prominently underarm and pubic hair.	第二性征毛发异常	第二性征毛发的异常生长，通常在青春期出现。男性第二性征毛发通常指体毛，包括腋下、腹部、胸部的体毛和阴毛。而女性，第二性征体毛的异常程度较轻，最显著的是腋下和阴毛。
HP:0009889	体壁的异常	Localized hirsutism	Abnormally increased hair growth with a localized distribution.	局部多毛症	局部毛发异常增多。
HP:0009890	头部和颈部的异常,体壁的异常	High anterior hairline	Distance between the hairline (trichion) and the glabella (the most prominent point on the frontal bone above the root of the nose), in the midline, more than two SD above the mean. Alternatively, an apparently increased distance between the hairline and the glabella.	前发际高	在中线处，发际线和眉间（上额骨上方鼻根的最突出点）之间的距离比平均值高两个标准差。也可以理解为发际线和眉间之间的距离显得较宽。
HP:0009891	头部和颈部的异常	Underdeveloped supraorbital ridges	Flatness of the supraorbital portion of the frontal bones.	眶上脊发育不良	额骨眼眶上部扁平。
HP:0009892	耳部异常	Anotia	Complete absence of any auricular structures.	无耳畸形	耳结构完全缺失。
HP:0009893	心血管系统异常,体壁的异常,耳部异常	Telangiectasia of the ear	The presence of `telangiectasia` (MPATH:476) of the `ear` (FMA:52780).	耳毛细血管扩张	“耳”(FMA:52780)部“毛细血管扩张”(MPATH:476)。
HP:0009894	耳部异常	Thickened ears	#####	大耳	#####
HP:0009895	骨骼系统异常,耳部异常	Abnormality of the crus of the helix	An abnormality of the `crus of the helix (FMA:61024), which is the horizontal piece of cartilage located outside the ear canal that divides the upper and lower parts of the ear.	耳轮脚异常	耳轮脚的一种异常，在外耳道水平软骨将耳朵分为上下两部。
HP:0009896	耳部异常	Abnormality of the antitragus	An abnormality of the antitragus, which is a small tubercle opposite to the tragus of the ear. The antitragus and the tragus are separated by the intertragic notch.	对耳屏异常	对耳屏异常，是指耳朵上出现一个小的相反的耳屏结节。对耳屏和耳屏是由耳屏间切迹分隔开的。
HP:0009897	骨骼系统异常,耳部异常	Horizontal crus of helix	An abnormal `horizontal` (PATO:0001855) axis orientation of the `crus of the helix (FMA:61024). That is, the main axis of the crus of the helix is perpendicular to the medial longitudinal axis of the ear, instead of sloping inferoposteriorly.	耳轮脚横向	“耳轮脚”(FMA:61024)呈异常的“横向位轴”(PATO:0001855)，即耳轮脚的主轴垂直于耳朵纵轴，不是倾斜于后下方。
HP:0009898	骨骼系统异常,耳部异常	Underdeveloped crus of the helix	Developmental hypoplasia of the `crus of the helix (FMA:61024). That is, flatter and/or shorter crus helix than average.	耳轮脚发育不良	“耳轮脚”(FMA:61024)的发育不全，即，较平均水平而言，耳轮脚变平及/或变短。
HP:0009899	骨骼系统异常,耳部异常	Prominent crus of helix	The presence of an abnormally `prominent` (PATO:0001482) of the `crus of the helix (FMA:61024). That is, development of the crus helix to the same degree as an average antihelix stem or helix.	耳轮脚突出	耳轮脚（FMA:61024）存在异常突出（PATO:0001482），即耳轮脚的发育与对耳轮干或耳轮的平均程度相当。
HP:0009900	耳部异常	Unilateral deafness	A `unilateral` (PATO:0000634) `absence` (PATO:0000462) of `sensory perception of sound` (GO:0007605).	单侧耳聋	“单侧”（PATO: 0000634）“声音感知”（GO: 0007605）的“缺失”（PATO: 0000462）。
HP:0009901	耳部异常	Crumpled ear	Distortion of the course of the normal folds of the ear and the appearance of supernumerary crura and folds.	皱耳	外耳皱褶走向的异常性扭曲及额外皱褶的出现。
HP:0009902	耳部异常	Cleft helix	A `notched` (PATO:0001495) form of the `helix` (FMA:60992) of the ear. That is, a defect in the continuity of the helix, which may occur at any point along its length.	耳轮裂	具有“切迹”（PATO: 0001495）形态的“耳轮”(FMA:60992)。即耳轮在连续性上有缺失，可发生在耳轮全长中的任何一点上。
HP:0009903	头部和颈部的异常	Conjunctival nodule	Presence of nodules in the  `conjunctiva` (FMA:59011) of the eye.	结膜结节	眼睛结膜上发生的结节样变（FMA:59011）。
HP:0009904	耳部异常	Prominent ear helix	Abnormally prominent ear helix.	耳轮突出	耳轮异常突出。
HP:0009905	耳部异常	Thin ear helix	`Decreased thickness` (PATO:0000592) of the`helix` (FMA:60992) of the ear.	耳轮变薄	“耳轮”(FMA:60992)的“厚度变薄”(PATO:0000592)。
HP:0009906	耳部异常	aplasia/Hypoplasia of the earlobes	Absence or underdevelopment of the ear lobes.	耳垂发育缺陷/不全	耳垂的缺如或发育不全。
HP:0009907	耳部异常	Attached earlobe	Attachment of the lobe to the side of the face at the lowest point of the lobe without curving upward.	附耳垂	耳垂的最低点与耳垂颜面交接处未形成向上弯曲。
HP:0009908	耳部异常	Anterior creases of earlobe	Sharply demarcated, typically linear and approximately horizontal, indentations in the outer surface of the ear lobe.	耳垂前襞	在凹口耳垂的外表面边界清晰，典型的直线和近似水平线。
HP:0009909	耳部异常	Uplifted earlobe	An abnormal orientation of the earlobes such that they point out- and upward. That is, the lateral surface of ear lobe faces superiorly.	耳垂方向异常	耳垂走向异常性向外上方，使耳垂平面朝向发生改变。
HP:0009910	耳部异常	aplasia of the middle ear ossicles	Absence of the middle ear ossicles, `malleus` (FMA:52753), `incus` (FMA:52752), and `stapes` (FMA:52751).	中耳听小骨发育缺陷	中耳听小骨缺失，中耳听小骨指锤骨，砧骨，镫骨。，
HP:0009911	骨骼系统异常,头部和颈部的异常	Abnormality of the temporal bone	Abnormality of the temporal bone of the skull, which is situated at the sides and base of the skull roughly underlying the region of the face known as the temple.	颞骨异常	颞骨（位于颅骨两侧并延至颅底称为“颞”的面部部位）的异常。
HP:0009912	耳部异常	Abnormality of the tragus	An abnormality of the `tragus` (FMA:60998).	耳屏异常	在`耳屏`上的异常（FMA: 60998）。
HP:0009913	耳部异常	aplasia/Hypoplasia of the tragus	`Aplasia` (MPATH:58) or developmental hypoplasia of the tragus.	耳屏发育缺陷/不全	耳屏发育缺陷或进展性发育不良。
HP:0009914	头部和颈部的异常,眼部异常	Cyclopia	Cyclopia is a congenital abnormality in which there is only one eye. That eye is centrally placed in the area normally occupied by the root of the nose.	独眼	独眼是只有一个眼睛的先天性异常。该眼位于正中通常由鼻根占据的区域。
HP:0009915	眼部异常	Corneal asymmetry	The presence of a size difference between the left and right cornea.	角膜不对称	左侧和右侧角膜大小不一。
HP:0009916	眼部异常	Anisocoria	Anisocoria, or unequal pupil size, may represent a benign physiologic variant or a manifestation of disease.	瞳孔不等	瞳孔不等，或瞳孔大小不等，可以是一种良性的生理异形或是一种疾病的表现。
HP:0009917	眼部异常	Persistent pupillary membrane	The presence of remnants of a fetal membrane that persist as strands of tissue crossing the pupil.	瞳孔膜存留	#####
HP:0009918	眼部异常	Ectopia pupillae	A malposition of the `pupil` (FMA:58252) owing to a developmental defect of the iris.	瞳孔异位	#####
HP:0009919	肿瘤,眼部异常	Retinoblastoma	A tumor of the eye originating from cells of the retina.	视网膜母细胞瘤	眼睛的视网膜细胞起源的肿瘤。
HP:0009920	体壁的异常	Nevus of Ota	A macular lesion on the side of the face, involving the conjunctiva and eyelids, as well as the adjacent facial skin, sclera, oculomotor muscles, and perisoteum. Histological features vary from those of a Mongoloian spot to those of a blue nevus.	上腭部褐青色痣、眼皮肤黑素细胞增生病	呈面部一侧的色素性损害，可累及结膜、眼睑以及邻近的皮肤、巩膜、眼球运动肌和鼻口腔的粘膜，组织学特征表现各异，可同蒙古斑到蓝痣不等。
